count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
12,12.0,12.0,2025/8/31,2614.567166,2414.567168,1756604224,4.0,1.0,pos1,Right,東海大,4,竹山,Right,TOK,1,Top,2,0,0,Slider,InPlay,Undefined,FlyBall,Out,1,0,,117.0,0.558,-0.056,9.512988494,7.125016349,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,"1,3","1,3A",2524220012,投飛,,2612,https://youtu.be/jyucRX8Mm_I&t=2612,715.0,https://youtu.be/1oSJ12NwCAU&t=0,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R","Naotaro, Takeyama","Naomasa, Aogai",,,,,,,,,,,,,,
13,1.0,13.0,2025/8/31,2645.676841,2445.676843,1756604255,1.0,1.0,近藤,Left,TOK,1,batter1,Right,東海大,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.582,0.433,,,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524220013,ボール,,2643,https://youtu.be/jyucRX8Mm_I&t=2643,746.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
14,2.0,14.0,2025/8/31,2771.896363,2571.896366,1756604381,1.0,2.0,近藤,Left,TOK,1,batter1,Right,東海大,1,Bottom,0,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.518,0.168,,,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524220014,空振り,,2769,https://youtu.be/jyucRX8Mm_I&t=2769,872.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
15,3.0,15.0,2025/8/31,2784.675314,2584.675317,1756604394,1.0,3.0,近藤,Left,TOK,1,batter1,Right,東海大,1,Bottom,0,1,1,Slider,FoulBall,Undefined,Popup,Undefined,0,0,,109.0,,,17.3139004,-76.2005146,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524220015,ファール,,2782,https://youtu.be/jyucRX8Mm_I&t=2782,815.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
16,4.0,16.0,2025/8/31,2797.776762,2597.776765,1756604407,1.0,4.0,近藤,Left,TOK,1,batter1,Right,東海大,1,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,109.0,,,,,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524220016,ボール,,2795,https://youtu.be/jyucRX8Mm_I&t=2795,828.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
17,5.0,17.0,2025/8/31,2811.243693,2611.243695,1756604421,1.0,5.0,近藤,Left,TOK,1,batter1,Right,東海大,1,Bottom,0,2,2,Slider,InPlay,Undefined,FlyBall,Out,1,0,,109.0,0.59,0.084,81.00662366,-27.31153375,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2524220017,左飛,,2809,https://youtu.be/jyucRX8Mm_I&t=2809,827.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
18,6.0,18.0,2025/8/31,2843.270616,2643.270618,1756604453,2.0,1.0,近藤,Left,TOK,2,batter2,Right,東海大,1,Bottom,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,103.0,0.574,-0.068,,,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524220018,見逃し,,2841,https://youtu.be/jyucRX8Mm_I&t=2841,859.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
19,7.0,19.0,2025/8/31,2856.273959,2656.273961,1756604466,2.0,2.0,近藤,Left,TOK,2,batter2,Right,東海大,1,Bottom,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,104.0,0.486,-0.116,,,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524220019,ボール,,2854,https://youtu.be/jyucRX8Mm_I&t=2854,872.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
20,8.0,20.0,2025/8/31,2866.201091,2666.201092,1756604475,2.0,3.0,近藤,Left,TOK,2,batter2,Right,東海大,1,Bottom,1,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,109.0,,,50.13447688,62.68110049,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524220020,ファール,,2864,https://youtu.be/jyucRX8Mm_I&t=2864,882.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
21,9.0,21.0,2025/8/31,2890.879423,2690.879425,1756604500,2.0,4.0,近藤,Left,TOK,2,batter2,Right,東海大,1,Bottom,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.063,-0.052,,,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524220021,ボール,,2888,https://youtu.be/jyucRX8Mm_I&t=2888,906.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
22,10.0,22.0,2025/8/31,2904.271139,2704.271142,1756604514,2.0,5.0,近藤,Left,TOK,2,batter2,Right,東海大,1,Bottom,1,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,122.0,0.586,0.144,41.0962204,66.74740783,東海大,#bcbcbc,東海大,TOK,#217fc4,東大,東海大土屋球場_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524220022,ファール,,2902,https://youtu.be/jyucRX8Mm_I&t=2902,901.0,https://youtu.be/1oSJ12NwCAU&t=0,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","成瀬,伊藤,青貝,竹山,石川,鈴木,大山,荒井孝,今泉","pos1,batter8,batter5,batter9,batter4,batter2,batter1,batter6,batter3","近藤,大山,石川,荒井孝,青貝,今泉,竹山,伊藤,成瀬","L,R,R,L,R,L,L,L,R,L","R,L,L,R,R,R,L,R,R,R",,,,,,,"Katsuya, Kondo","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Naomasa, Aogai","Rio, Imaizumi","Naotaro, Takeyama","Koichiro, Ito","Yuto, Naruse",
