count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
87,54.0,85.0,2025/8/24,4639.004529,3394.004529,1756014134,5.0,3.0,近藤,Left,TOK,4,梶田,Left,上智大,3,Top,2,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,126.93,0.23,0.192,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,"1,2",宮田,渡辺,,Nothing,,,,,,2523530087,ボール,,,,,,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,大塚","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,大塚,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R","Katsuya, Kondo","Yuto, Fukami","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Shu, Oda","Yuna, Okabayashi","Yuto, Naruse","Komino, Harunobu",,,,,,,,246.0,1090313.0,Katsuya Kondo,,1755981740.0,1756014140.0,Fastball,N,0.4105,0.3169,126.93,1849.77,1676.2,90.62,10:06,1.0,2.0747757,29.0,-34.8,28.1,-42.4,4.59,-1.74,1.58,-0.52,-25.02,1090313@1756014140,V3P4DLKO0850A,2.0200665,-7.4423237,untitled,,1756014134.0,662.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981739.0,1756014139.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014139,untitled,1756014134.0,125.0
88,55.0,86.0,2025/8/24,4668.571212,3423.571212,1756014163,5.0,4.0,近藤,Left,TOK,4,梶田,Left,上智大,3,Top,2,3,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,113.14,0.654,-0.048,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,"1,2",宮田,渡辺,,Nothing,,,,,,2523530088,見逃し,,,,,,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,大塚","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,大塚,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R","Katsuya, Kondo","Yuto, Fukami","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Shu, Oda","Yuna, Okabayashi","Yuto, Naruse","Komino, Harunobu",,,,,,,,245.0,1090313.0,Katsuya Kondo,,1755981769.0,1756014169.0,Slider,Y,-0.0542,0.6923,113.14,1986.57,420.7,21.18,5:12,1.0,,0.9,1.9,-12.8,7.7,1.85,1.65,1.54,-0.57,-77.77,1090313@1756014169,V3P4DLKO0850A,1.9997841,-8.246392,untitled,,1756014163.0,661.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981769.0,1756014169.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014169,untitled,1756014164.0,112.0
89,56.0,87.0,2025/8/24,4691.234493,3446.234493,1756014186,5.0,5.0,近藤,Left,TOK,4,梶田,Left,上智大,3,Top,2,3,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.16,0.646,0.224,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,"1,2",宮田,渡辺,,Nothing,,,,,,2523530089,見逃し,,,,,,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,大塚","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,大塚,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R","Katsuya, Kondo","Yuto, Fukami","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Shu, Oda","Yuna, Okabayashi","Yuto, Naruse","Komino, Harunobu",,,,,,,,244.0,1090313.0,Katsuya Kondo,,1755981793.0,1756014193.0,Fastball,N,0.2807,0.5497,127.16,1915.98,1642.7,85.73,10:12,1.0,2.0552197,32.3,-42.0,27.9,-38.5,4.31,-0.87,1.56,-0.5,-30.98,1090313@1756014193,V3P4DLKO0850A,1.1713717,-6.5875397,untitled,,1756014187.0,660.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981792.0,1756014192.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014192,untitled,1756014187.0,126.0
90,57.0,88.0,2025/8/24,4717.961694,3472.961694,1756014213,5.0,6.0,近藤,Left,TOK,4,梶田,Left,上智大,3,Top,2,3,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,112.03,0.43,0.148,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,"1,2",宮田,渡辺,,Nothing,,,,,,2523530090,空三振,,,,,,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,大塚","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,大塚,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R","Katsuya, Kondo","Yuto, Fukami","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Shu, Oda","Yuna, Okabayashi","Yuto, Naruse","Komino, Harunobu",,,,,,,,243.0,1090313.0,Katsuya Kondo,,1755981819.0,1756014219.0,Slider,Y,-0.0119,0.5301,112.03,2060.69,434.6,21.09,5:20,1.0,2.2868767,0.7,6.0,-14.3,7.5,1.83,1.24,1.55,-0.57,-77.82,1090313@1756014219,V3P4DLKO0850A,2.2875705,-9.073306,untitled,,1756014213.0,659.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981818.0,1756014218.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014218,untitled,1756014213.0,110.0
91,32.0,89.0,2025/8/24,4870.614774,3625.614774,1756014366,1.0,1.0,浦川,Left,上智大,4,藤尾,Right,TOK,3,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.44,,,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530091,ボール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Shunsuke, Fujio",,,,,,141.0,972671.0,TokyoBBC Left,,1755981971.0,1756014371.0,ChangeUp,Y,0.2344,0.6199,125.44,1956.8,1854.1,94.75,10:48,1.0,1.6693935,49.4,-40.3,47.6,-34.5,4.03,-1.22,1.63,-0.51,-18.64,972671@1756014371,V3P4DLKO0850A,1.1138886,-5.9900093,untitled,,1756014365.0,653.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981970.0,1756014370.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014370,untitled,1756014365.0,
92,33.0,90.0,2025/8/24,4883.598532,3638.598532,1756014379,1.0,2.0,浦川,Left,上智大,4,藤尾,Right,TOK,3,Bottom,0,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,124.91,0.31,0.112,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530092,空振り,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Shunsuke, Fujio",,,,,,140.0,972671.0,TokyoBBC Left,,1755981985.0,1756014385.0,ChangeUp,Y,0.021,0.5714,124.91,2055.76,1848.3,89.91,11:10,1.0,,49.3,-30.6,46.3,-21.0,2.88,-1.64,1.58,-0.44,-25.96,972671@1756014385,V3P4DLKO0850A,0.47023052,-6.077074,untitled,,1756014379.0,652.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981984.0,1756014384.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014384,untitled,1756014379.0,124.0
93,34.0,91.0,2025/8/24,4899.147305,3654.147305,1756014394,1.0,3.0,浦川,Left,上智大,4,藤尾,Right,TOK,3,Bottom,0,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,125.29,0.51,0.108,37.03328064,-71.42072962,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523530093,ファール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Shunsuke, Fujio",,,,,,139.0,972671.0,TokyoBBC Left,,1755982000.0,1756014400.0,ChangeUp,Y,0.0177,0.5917,125.29,1993.66,1848.9,92.74,10:50,1.0,,51.9,-21.0,40.6,-28.3,2.36,-1.8,1.57,-0.4,-21.96,972671@1756014400,V3P4DLKO0850A,0.6952777,-5.757655,untitled,,1756014394.0,651.0,1410208.0,tokyobbc_rapsodo Player_056,,1755981999.0,1756014399.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014399,untitled,1756014394.0,122.0
94,35.0,92.0,2025/8/24,4921.938724,3676.938724,1756014417,1.0,4.0,浦川,Left,上智大,4,藤尾,Right,TOK,3,Bottom,0,1,2,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,113.31,0.27,0.048,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530094,空三振,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Shunsuke, Fujio",,,,,,138.0,972671.0,TokyoBBC Left,,1755982023.0,1756014423.0,Curveball,Y,0.0374,0.5523,113.31,2331.02,1569.2,67.32,5:40,1.0,2.2408447,,,-46.5,10.3,1.45,2.0,1.63,-0.45,-47.69,972671@1756014423,V3P4DLKO0850A,2.1454396,-10.526796,untitled,,1756014417.0,650.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982022.0,1756014422.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014422,untitled,1756014417.0,110.0
95,36.0,93.0,2025/8/24,4947.096791,3702.096791,1756014442,2.0,1.0,浦川,Left,上智大,5,佐渡島,Left,TOK,3,Bottom,1,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,124.61,0.782,0.236,34.63910702,-94.88520257,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523530095,ファール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Ryo, Sadoshima",,,,,,137.0,972671.0,TokyoBBC Left,,1755982049.0,1756014449.0,ChangeUp,N,0.1826,1.089,124.61,2046.21,1839.7,89.91,11:04,1.0,1.8145046,45.0,-37.6,48.2,-25.7,3.61,0.64,1.61,-0.46,-25.96,972671@1756014449,V3P4DLKO0850A,0.87094283,-4.4746532,untitled,,1756014443.0,649.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982048.0,1756014448.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014448,untitled,1756014443.0,125.0
96,37.0,94.0,2025/8/24,4965.642041,3720.642041,1756014461,2.0,2.0,浦川,Left,上智大,5,佐渡島,Left,TOK,3,Bottom,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,119.8,0.822,0.48,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530096,ボール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Ryo, Sadoshima",,,,,,136.0,972671.0,TokyoBBC Left,,1755982067.0,1756014467.0,Slider,N,0.4838,0.9363,119.8,2092.98,479.3,22.9,9:38,1.0,2.3404598,20.5,-17.0,3.0,-10.7,4.01,0.99,1.62,-0.44,-76.76,972671@1756014467,V3P4DLKO0850A,2.7344766,-6.1865644,untitled,,1756014461.0,648.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982066.0,1756014466.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014466,untitled,1756014461.0,119.0
97,38.0,95.0,2025/8/24,4983.640048,3738.640048,1756014479,2.0,3.0,浦川,Left,上智大,5,佐渡島,Left,TOK,3,Bottom,1,1,1,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,111.08,0.51,0.14,35.33179607,22.06789956,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2523530097,二ゴ,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Ryo, Sadoshima",,,,,,135.0,972671.0,TokyoBBC Left,,1755982085.0,1756014485.0,Curveball,Y,0.2112,0.6636,111.08,2287.61,1370.3,59.9,5:12,1.0,,-23.4,19.6,-36.0,17.4,1.69,2.16,1.64,-0.43,-53.2,972671@1756014485,V3P4DLKO0850A,3.2346394,-9.940056,untitled,,1756014479.0,647.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982084.0,1756014484.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014484,untitled,1756014479.0,109.0
98,39.0,96.0,2025/8/24,5019.395689,3774.395689,1756014514,3.0,1.0,浦川,Left,上智大,6,岡林,Left,TOK,3,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.76,1.363,0.116,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530098,ボール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,134.0,972671.0,TokyoBBC Left,,1755982122.0,1756014522.0,ChangeUp,N,-0.0713,1.4989,125.76,1958.03,1607.7,82.11,10:58,1.0,,44.0,-22.7,35.6,-20.8,2.23,1.69,1.63,-0.43,-34.81,972671@1756014522,V3P4DLKO0850A,0.39615414,-2.9187198,untitled,,1756014516.0,646.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982121.0,1756014521.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014521,untitled,1756014516.0,125.0
99,40.0,97.0,2025/8/24,5038.768941,3793.768941,1756014534,3.0,2.0,浦川,Left,上智大,6,岡林,Left,TOK,3,Bottom,2,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,113.43,0.277,0.244,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530099,ボール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,133.0,972671.0,TokyoBBC Left,,1755982140.0,1756014540.0,Curveball,N,0.4804,0.4953,113.43,2297.65,1278.5,55.64,5:32,1.0,2.3578548,-19.8,17.9,-37.3,11.6,2.71,1.48,1.63,-0.44,-56.19,972671@1756014540,V3P4DLKO0850A,4.0854225,-10.208395,untitled,,1756014534.0,645.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982139.0,1756014539.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014539,untitled,1756014534.0,111.0
100,41.0,98.0,2025/8/24,5056.584122,3811.584122,1756014551,3.0,3.0,浦川,Left,上智大,6,岡林,Left,TOK,3,Bottom,2,2,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,125.8,0.674,0.204,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530100,空振り,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,132.0,972671.0,TokyoBBC Left,,1755982158.0,1756014558.0,ChangeUp,N,0.3224,0.8189,125.8,1980.87,1779.3,89.82,11:06,1.0,1.9900036,42.1,-21.2,46.7,-23.8,3.58,-0.3,1.6,-0.47,-26.07,972671@1756014558,V3P4DLKO0850A,2.0030239,-5.459692,untitled,,1756014552.0,644.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982157.0,1756014557.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014557,untitled,1756014552.0,123.0
101,42.0,99.0,2025/8/24,5077.009762,3832.009762,1756014572,3.0,4.0,浦川,Left,上智大,6,岡林,Left,TOK,3,Bottom,2,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.48,0.65,0.24,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530101,見逃し,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,131.0,972671.0,TokyoBBC Left,,1755982178.0,1756014578.0,ChangeUp,N,0.3791,0.7244,126.48,1987.74,1815.5,91.33,11:08,1.0,2.3476162,49.5,-30.0,45.3,-21.9,4.0,-0.93,1.57,-0.42,-24.03,972671@1756014578,V3P4DLKO0850A,1.6841873,-5.480288,untitled,,1756014572.0,643.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982178.0,1756014578.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014578,untitled,1756014573.0,125.0
102,43.0,100.0,2025/8/24,5098.064156,3853.064156,1756014593,3.0,5.0,浦川,Left,上智大,6,岡林,Left,TOK,3,Bottom,2,2,2,Curveball,FoulBall,Undefined,LineDrive,Undefined,0,0,,112.82,0.742,-0.06,27.93652051,-111.689065,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523530102,ファール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,130.0,972671.0,TokyoBBC Left,,1755982199.0,1756014599.0,Curveball,Y,0.049,0.863,112.82,2338.09,1327.6,56.78,5:14,1.0,2.411272,,,-35.9,17.2,1.12,2.57,1.64,-0.42,-55.4,972671@1756014599,V3P4DLKO0850A,2.4007764,-8.753658,untitled,,1756014593.0,642.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982198.0,1756014598.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014598,untitled,1756014593.0,112.0
103,44.0,101.0,2025/8/24,5133.533053,3888.533053,1756014628,3.0,6.0,浦川,Left,上智大,6,岡林,Left,TOK,3,Bottom,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.59,0.758,0.533,,,TOK,#217fc4,東大,上智大,#800000,上智大,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523530103,ボール,,,,,,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田,"成瀬,小美野,春山,藤尾,佐渡島,岡林,深見,小田,荒井孝","渡辺,宮田,本田,梶田,平山将,永田,阿部,多田,平山直","近藤,深見,春山,荒井孝,佐渡島,小田,岡林,成瀬,小美野","浦川,多田,阿部,永田,宮田,渡辺,平山直,平山将,本田","L,L,L,R,R,L,L,L,R,R","L,L,R,L,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,129.0,972671.0,TokyoBBC Left,,1755982235.0,1756014635.0,ChangeUp,N,0.5897,0.9313,127.59,1963.26,1617.6,82.4,11:02,1.0,,39.7,-19.0,37.9,-20.6,4.22,-0.33,1.6,-0.35,-34.52,972671@1756014635,V3P4DLKO0850A,2.743347,-4.8497314,untitled,,1756014629.0,641.0,1410208.0,tokyobbc_rapsodo Player_056,,1755982234.0,1756014634.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410208@1756014634,untitled,1756014629.0,125.0
