count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
10,11,11,2025/8/13,294.650317,760.755044,1755043683,5,1,齋藤,Right,北海道大,5,秋元,Right,TOK,1,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132,1.29,0.407,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,1,大原,,,Nothing,,,,,,2522400010,ボール,,292,https://youtu.be/AX83Bs_bQ18&t=292,1208,https://youtu.be/J0NrI8B9wMU&t=1208,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L","Ryo, Akimoto","Kaiki, Ohara",,,,,,,,,,,,,,
11,12,12,2025/8/13,310.3876832,776.4924102,1755043699,5,2,齋藤,Right,北海道大,5,秋元,Right,TOK,1,Top,2,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,122,0.602,-0.3,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,1,大原,,,Nothing,,,,,,2522400011,見逃し,,308,https://youtu.be/AX83Bs_bQ18&t=308,1224,https://youtu.be/J0NrI8B9wMU&t=1224,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L","Ryo, Akimoto","Kaiki, Ohara",,,,,,,,,,,,,,
12,13,13,2025/8/13,328.2106078,794.3153348,1755043717,5,3,齋藤,Right,北海道大,5,秋元,Right,TOK,1,Top,2,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,135,0.638,-0.244,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,1,大原,,,Nothing,,,,,,2522400012,見逃し,,326,https://youtu.be/AX83Bs_bQ18&t=326,1241,https://youtu.be/J0NrI8B9wMU&t=1241,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L","Ryo, Akimoto","Kaiki, Ohara",,,,,,,,,,,,,,
13,14,14,2025/8/13,350.1015456,816.2062726,1755043739,5,4,齋藤,Right,北海道大,5,秋元,Right,TOK,1,Top,2,1,2,Slider,InPlay,Undefined,FlyBall,Out,1,0,,,0.65,0.1,89.03847796,14.83196702,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,1,大原,,,Undefined,,,,8,8,2522400013,中飛,,348,https://youtu.be/AX83Bs_bQ18&t=348,1263,https://youtu.be/J0NrI8B9wMU&t=1263,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L","Ryo, Akimoto","Kaiki, Ohara",,,,,,,,,,,,,,
14,1,15,2025/8/13,490.7274706,956.8321977,1755043879,1,1,松本慎,Left,TOK,1,渕上,Right,北海道大,1,Bottom,0,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.437,-0.268,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522400014,ボール,,488,https://youtu.be/AX83Bs_bQ18&t=488,1366,https://youtu.be/J0NrI8B9wMU&t=1366,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
15,2,16,2025/8/13,504.9304595,971.0351865,1755043894,1,2,松本慎,Left,TOK,1,渕上,Right,北海道大,1,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,134,0.574,-0.148,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522400015,見逃し,,502,https://youtu.be/AX83Bs_bQ18&t=502,1380,https://youtu.be/J0NrI8B9wMU&t=1380,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
16,3,17,2025/8/13,515.1267734,981.2315004,1755043904,1,3,松本慎,Left,TOK,1,渕上,Right,北海道大,1,Bottom,0,1,1,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,137,,,47.89515139,70.99778477,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,,,,,Undefined,,,,,,2522400016,ファール,,513,https://youtu.be/AX83Bs_bQ18&t=513,1390,https://youtu.be/J0NrI8B9wMU&t=1390,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
17,4,18,2025/8/13,529.3635368,995.4682639,1755043918,1,4,松本慎,Left,TOK,1,渕上,Right,北海道大,1,Bottom,0,1,2,Splitter,InPlay,Undefined,LineDrive,Single,0,0,,,0.582,-0.164,66.23143564,-12.02227669,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,,,,,Undefined,,,,7,7,2522400017,左安,,527,https://youtu.be/AX83Bs_bQ18&t=527,1404,https://youtu.be/J0NrI8B9wMU&t=1404,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
18,5,19,2025/8/13,565.4770844,1031.581811,1755043954,2,1,松本慎,Left,TOK,2,高橋,Left,北海道大,1,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131,0.554,0.244,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,1,渕上,,,Nothing,,,,,,2522400018,見逃し,,563,https://youtu.be/AX83Bs_bQ18&t=563,1438,https://youtu.be/J0NrI8B9wMU&t=1438,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,R,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
19,6,20,2025/8/13,581.2249765,1047.329704,1755043970,2,2,松本慎,Left,TOK,2,高橋,Left,北海道大,1,Bottom,0,0,1,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,138,0.598,-0.108,23.61540715,25.92490151,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,1,渕上,,,Undefined,,,,3,3,2522400019,一安,,579,https://youtu.be/AX83Bs_bQ18&t=579,1454,https://youtu.be/J0NrI8B9wMU&t=1454,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,L,R,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
20,7,21,2025/8/13,644.6497686,1110.754496,1755044033,3,1,松本慎,Left,TOK,3,玄道,Left,北海道大,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129,0.397,0.084,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,"1,2",高橋,渕上,,Nothing,,,,,,2522400020,ボール,,642,https://youtu.be/AX83Bs_bQ18&t=642,1475,https://youtu.be/J0NrI8B9wMU&t=1475,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,L,L,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
21,8,22,2025/8/13,666.7995272,1132.904254,1755044055,3,2,松本慎,Left,TOK,3,玄道,Left,北海道大,1,Bottom,0,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,B2H,135,0.502,-0.004,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,"1,2",高橋,渕上,,Nothing,,,,,,2522400021,空振り,,664,https://youtu.be/AX83Bs_bQ18&t=664,1497,https://youtu.be/J0NrI8B9wMU&t=1497,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,L,L,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
22,9,23,2025/8/13,685.233077,1151.337804,1755044074,3,3,松本慎,Left,TOK,3,玄道,Left,北海道大,1,Bottom,0,1,1,Slider,InPlay,Undefined,FlyBall,Single,0,0,,,0.878,0.124,72.1087361,11.02953122,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,"1,2",高橋,渕上,,Undefined,,,,8,8,2522400022,中安,,683,https://youtu.be/AX83Bs_bQ18&t=683,1515,https://youtu.be/J0NrI8B9wMU&t=1515,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,L,L,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
23,10,24,2025/8/13,734.3862936,1200.491021,1755044123,4,1,松本慎,Left,TOK,4,小川,Left,北海道大,1,Bottom,0,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,117,0.566,0.068,,,北海道大,#ffffff,北海道,TOK,#217fc4,東大,大和ハウスプレミストドーム_122,A,七大戦,Normal,"1,2,3",玄道,高橋,渕上,Nothing,,,,,,2522400023,空振り,,732,https://youtu.be/AX83Bs_bQ18&t=732,1540,https://youtu.be/J0NrI8B9wMU&t=1540,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"渕上,高橋,玄道,小川,浅倉,花垣,関口,岐部,藤本","酒井,青貝,中山,大原,秋元,榎本,小村,樋口,明石","齋藤,玄道,浅倉,藤本,岐部,渕上,高橋,花垣,関口","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","L,R,L,L,R,R,R,R,R,R","R,L,R,L,R,R,L,L,R,L",,,,,,,"Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",
